"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition","Named Threat","Resolution Reason"
TMT-20230609-OEC,pluto_tmt_cr_3c4bd9c34866839964ce24549160bc11,023fc102d64da70db0959e213afe8d19,pluto_tmt_mobile_159_121045_1_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 23:13 +0000",124439417721,https://www.themediatrust.com?scsh=124439417721,3UFY5BxZ2Eeh,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20241218-VRL,pluto_tmt_cr_a9241c4c91d1f64c63eeedd94c3683da,2bb09e50a517c371fe29b450ffaca401,pluto_tmt_mobile_556_2760:393_500061_669745_916_RTB,Tag,Scam/Fraud,"2024-12-21 22:54 +0000",124439025647,https://www.themediatrust.com?scsh=124439025647,3UFXHp5a1ynP,Scam,"This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.",Scams,Phishing,Scam,,
TMT-20231122-BCO,pluto_tmt_cr_7b25ab44721372bd1065b8fcfec7266b,5de8add8662f0e7b3d1082080745ce68,pluto_tmt_mobile_159_121045_3_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:52 +0000",124438963595,https://www.themediatrust.com?scsh=124438963595,3UFXH1m126QG,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_7b25ab44721372bd1065b8fcfec7266b,b1e0bb951b4d9a7fd1536cfb4083908c,pluto_tmt_mobile_159_121045_3_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:43 +0000",124438806437,https://www.themediatrust.com?scsh=124438806437,3UFXEU5r1a5p,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_3c4bd9c34866839964ce24549160bc11,0724c261d335e79dd101142af2bc0b05,pluto_tmt_mobile_159_121045_1_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:42 +0000",124438790153,https://www.themediatrust.com?scsh=124438790153,3UFXE6hM1Wdp,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-VMQ,pluto_tmt_cr_bb0acc1939e031094398e71203a72a45,f6222a7d28963082fd992cccfd6f93f8,pluto_tmt_mobile_159_121045_4_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:41 +0000",124438767476,https://www.themediatrust.com?scsh=124438767476,3UFXDmYa1dye,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_3c4bd9c34866839964ce24549160bc11,bec0c98b356ce14cb1c8577e27e86c52,pluto_tmt_mobile_159_121045_1_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:36 +0000",124438666395,https://www.themediatrust.com?scsh=124438666395,3UFXCF7K2U2M,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_3c4bd9c34866839964ce24549160bc11,242d19b6f81f8197a325169e98ff7374,pluto_tmt_mobile_159_121045_1_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:35 +0000",124438646666,https://www.themediatrust.com?scsh=124438646666,3UFXBvw61xiz,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_7b25ab44721372bd1065b8fcfec7266b,0d3cde8a1a8d2bdaec5dd00041666149,pluto_tmt_mobile_159_121045_3_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:35 +0000",124438625778,https://www.themediatrust.com?scsh=124438625778,3UFXBvki2YdN,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_7b25ab44721372bd1065b8fcfec7266b,7410e52a1677477b4cf447fc2c158f0c,pluto_tmt_mobile_159_121045_3_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:33 +0000",124438610404,https://www.themediatrust.com?scsh=124438610404,3UFXBPEw1WCX,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_7b25ab44721372bd1065b8fcfec7266b,310132a2111535bd17b9c49048198f02,pluto_tmt_mobile_159_121045_3_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:30 +0000",124438526815,https://www.themediatrust.com?scsh=124438526815,3UFXAG5F1rzh,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-VMQ,pluto_tmt_cr_bb0acc1939e031094398e71203a72a45,7966db1b51e18bd827a0b87257c83304,pluto_tmt_mobile_159_121045_4_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:28 +0000",124438488922,https://www.themediatrust.com?scsh=124438488922,3UFX9kWR1zwz,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20241220-RPU,pluto_tmt_cr_c8f28cff79e330c1c3f286501f5438a0,52240a51f8714b8ded4b38fcd93a5b99,pluto_tmt_mobile_133_1879-yPVcgyDWWqc8ltNQF05c_RTB,Tag,Resolved,"2024-12-21 22:26 +0000",124438464364,https://www.themediatrust.com?scsh=124438464364,3UFX9ETu1ws3,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,"Updating Conditions of Incident"
TMT-20230609-OEC,pluto_tmt_cr_3c4bd9c34866839964ce24549160bc11,9bf19ec655c664fa26a57c030c085da8,pluto_tmt_mobile_159_121045_1_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:26 +0000",124438463602,https://www.themediatrust.com?scsh=124438463602,3UFX96pB2L7b,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-VMQ,pluto_tmt_cr_bb0acc1939e031094398e71203a72a45,e3bdc7d5b0146341247c594baa85dc46,pluto_tmt_mobile_159_121045_4_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:24 +0000",124438427182,https://www.themediatrust.com?scsh=124438427182,3UFX8ag81dbt,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-VMQ,pluto_tmt_cr_5fe63f28d0affc4c2509e0279cdc23a7,33a1b6f17c806e54437815233adc7d45,pluto_tmt_mobile_159_121045_4_79_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:19 +0000",124438342839,https://www.themediatrust.com?scsh=124438342839,3UFX79422Z8Q,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_7b25ab44721372bd1065b8fcfec7266b,fa9b697a59e84418f821f00b8f681330,pluto_tmt_mobile_159_121045_3_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:04 +0000",124438025803,https://www.themediatrust.com?scsh=124438025803,3UFX2Hnv2CAN,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-VMQ,pluto_tmt_cr_bb0acc1939e031094398e71203a72a45,7e4af61587c7115c84bbb0f84b6b3752,pluto_tmt_mobile_159_121045_4_80_RTB,Tag,"Malicious - Indirect Evidence","2024-12-21 22:01 +0000",124437966801,https://www.themediatrust.com?scsh=124437966801,3UFX1YiP2mgY,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240424-UAH,pluto_tmt_cr_0634e05dc15046f28d76a24b96144068,d66bf452f5030f72530de8f230cb9317,pluto_tmt_mobile_556_3490:CR51519067_916_RTB,Tag,"Out Of Browser Redirect","2024-12-21 21:54 +0000",124437806514,https://www.themediatrust.com?scsh=124437806514,3UFWHgZV1eAf,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
