Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Provider Account,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition
TMT-20240703-YMJ,1735799174048709070,f320dc62610a021e44909438f5d93ede,TMT|banner$$20250102$$loopme_dsp$$bidmachine$$362437_367_232451$$_RTB,Landing Page,Malicious,2025-01-02 16:12 +0000,124758040984,https://www.themediatrust.com?scsh=124758040984,3ULP4qV71QML,Expired,02/01/2025,02/01/2025,t,9,bidmachine,loopme_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=8c2092305a7ea4ce5bb406fd3e119f93,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735799179615203786,6cb6c8a15afc58d259d72e1f959edc22,TMT|banner$$20250102$$Inspiritum_dsp$$rixengine$$232503$$_RTB,Landing Page,Malicious,2025-01-02 16:12 +0000,124758040309,https://www.themediatrust.com?scsh=124758040309,3ULP4iEP1gVt,Expired,02/01/2025,02/01/2025,t,3,rixengine,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=98f53470644ac9c9353a54c57f6f4d95,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735801128548777999,11c5b9412f89b053c50c7e82711561e7,TMT|banner$$20250102$$playdigo_dsp$$fyberdisplay$$cr2184.d5a7ddb7$$_RTB,Landing Page,Malicious,2025-01-02 16:11 +0000,124758034918,https://www.themediatrust.com?scsh=124758034918,3ULP4Vxx2Qfu,Expired,02/01/2025,02/01/2025,t,3,fyberdisplay,playdigo_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=86311eb860c26d6efc729d03bb531c40,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241213-LXJ,1735799255894297496,2d1bb4852040d92aff3bb839326223f2,TMT|banner$$20250102$$Adsolut Media_dsp$$unityads$$V0RaXlFFX1UcCx4cWF8NVBZf$$_RTB,Tag,Malicious,2025-01-02 16:12 +0000,124758033905,https://www.themediatrust.com?scsh=124758033905,3ULP4sRU1UC8,Expired,02/01/2025,02/01/2025,f,3,unityads,Adsolut Media_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=7a20320f732f8b62fabb49897611b126,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC
TMT-20231122-BCO,1735799264260666483,310efe658e55aed2398e6d3b5f0636a6,TMT|banner$$20250102$$startio_dsp$$vungleus$$21852_191_308_120279_4_88$$_RTB,Tag,Malicious - Indirect Evidence,2025-01-02 16:13 +0000,124758032882,https://www.themediatrust.com?scsh=124758032882,3ULP54cG1jYE,Expired,02/01/2025,02/01/2025,f,3,vungleus,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=cdc14840b47bbb62d6d5422117564f11,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20241223-KXF,1735803281603997472,3cd5d6b0140e29c630db66071d7e4925,TMT|banner$$20250102$$shareit_dsp$$mvungle$$1_207212989_320x480$$_RTB,Tag,Resolved,2025-01-02 16:12 +0000,124758030994,https://www.themediatrust.com?scsh=124758030994,3ULP4ndy1n6K,Expired,02/01/2025,02/01/2025,t,3,mvungle,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=08cc0c1a295479b396d6e475fe2890ee,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735794211891092690,1596d5c28cdaa2024cd3a7d617b35d87,TMT|banner$$20250102$$snow_dsp$$unity$$4250eaa3b01257286a4ea200a375c110$$_RTB,Landing Page,Malicious,2025-01-02 16:11 +0000,124758018018,https://www.themediatrust.com?scsh=124758018018,3ULP4dxB1tcG,Expired,02/01/2025,02/01/2025,f,3,unity,snow_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=88f9d88d9676afa16ddc9b48b49b0ac1,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240625-TAM,1735799496305039483,1f8f6e913f8beaf21a6f5b3770fffba6,TMT|banner$$20250102$$vk_dsp$$rixengine$$1:175810125$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 16:11 +0000,124758016390,https://www.themediatrust.com?scsh=124758016390,3ULP4gDR13Vx,Expired,02/01/2025,02/01/2025,t,99,rixengine,vk_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=56ab44c019c428254fbccde8a95ff444,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20220724-ZVM,1735794182653099907,b45b71c777d8f61e94bfd9933b482457,TMT|video$$20250102$$webeye_dsp$$xiaomi$$5b_308964265_44$$_RTB,Landing Page,Scam/Fraud,2025-01-02 16:09 +0000,124758013361,https://www.themediatrust.com?scsh=124758013361,3ULP3rUK2KKb,Expired,02/01/2025,02/01/2025,f,80,xiaomi,webeye_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=6db0d7605feba26c657850b25cf99c15,Scam,This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.,Scams,Phishing,Scam
TMT-20241213-LXJ,1735799575728323515,e56b4e48673f520d3ba7a08c4d844a46,TMT|banner$$20250102$$haxmedia_dsp$$fyberdisplay$$gtracing$$_RTB,Tag,Malicious,2025-01-02 16:11 +0000,124758010379,https://www.themediatrust.com?scsh=124758010379,3ULP4a3M1EMG,Expired,02/01/2025,02/01/2025,t,3,fyberdisplay,haxmedia_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d194775337c6b0fe0511e3c60193c6d5,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC
TMT-20240102-VWR,1735794153647343092,6c85faed281097e7e468ea5aa98916d3,TMT|banner$$20250102$$bidswitch_dsp$$fyber$$176_CR50959173$$_RTB,Landing Page,Scam/Fraud,2025-01-02 16:11 +0000,124758009943,https://www.themediatrust.com?scsh=124758009943,3ULP4VaC29iy,Expired,02/01/2025,02/01/2025,f,9,fyber,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=7a5c32e467cadb0d6dff7bd54cf39f80,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735802517039128825,eb48287b97545eadafb5ef9385b44fed,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$367_232497$$_RTB,Landing Page,Malicious,2025-01-02 16:11 +0000,124758009595,https://www.themediatrust.com?scsh=124758009595,3ULP4W6t2hRp,Expired,02/01/2025,02/01/2025,t,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=194437fa09177cc51e6ceaec6fe4b992,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20250101-JXM,1735802503535863615,99661dc51f474db5d202a2aee994529d,TMT|banner$$20250102$$startio_dsp$$mvungle$$-4510254824286164071$$_RTB,Landing Page,Scam/Fraud,2025-01-02 16:11 +0000,124758009473,https://www.themediatrust.com?scsh=124758009473,3ULP4XkV1EeY,Expired,02/01/2025,02/01/2025,f,3,mvungle,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=71896b7cb6f6a4db4bc0cc4f4c9390c1,Scam,This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.,Scams,Phishing,Scam
TMT-20230609-VMQ,1735802525796472229,7f4428fcfd5495576b9decc56de030c1,TMT|banner$$20250102$$bidswitch_dsp$$vungle$$308_118880_2_44$$_RTB,Tag,Malicious - Indirect Evidence,2025-01-02 16:11 +0000,124758008809,https://www.themediatrust.com?scsh=124758008809,3ULP4Z8H1q1u,Expired,02/01/2025,02/01/2025,f,9,vungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=87039c26c0a349722503c8e2019e0470,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20220724-ZVM,1735794106131657060,2825ff747b2f8812ad464877fe72e66b,TMT|video$$20250102$$webeye_dsp$$xiaomi$$5b_308964265_55$$_RTB,Landing Page,Scam/Fraud,2025-01-02 16:09 +0000,124758007354,https://www.themediatrust.com?scsh=124758007354,3ULP3ujJ22gZ,Expired,02/01/2025,02/01/2025,f,80,xiaomi,webeye_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=528c151effa5bda1462f3886ae16317d,Scam,This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.,Scams,Phishing,Scam
TMT-20240125-EUI,1735793158291071238,5cd5bbc2df5887bd72db95415996f7d8,TMT|banner$$20250102$$adwmg_dsp$$mvungle$$adwmg_tech_122632|11657293$$_RTB,Landing Page,Scam/Fraud,2025-01-02 16:11 +0000,124758007148,https://www.themediatrust.com?scsh=124758007148,3ULP4WkV222k,Expired,02/01/2025,02/01/2025,f,3,mvungle,adwmg_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=e5e24a96b8cb857c005f9db6c57c5b9b,Scam,This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.,Scams,Phishing,Scam
TMT-20240730-XZA,1735802553280972216,5da4ed0769317e364d6522083db615cd,TMT|banner$$20250102$$vk_dsp$$rixengine$$1:175643938$$_RTB,Landing Page,Malicious,2025-01-02 16:10 +0000,124758006614,https://www.themediatrust.com?scsh=124758006614,3ULP4JoX1WSa,Expired,02/01/2025,02/01/2025,t,99,rixengine,vk_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d43d53817b5b079ba888a53c39f90b34,Compromised Domain,"Compromised Domain: This website has been compromised by a 3rd party to inject malicious code upon page visits.  The website itself is injecting extra code to force consumers to malicious destinations.
To remediate this issue please ensure all libraries and files on page are up to date and are only delivering the desired content.  Website owners should ensure the login credentials for the site are updated to ensure no outside party has stolen the login credentials to make changes to the websites code/content.  If utilizing a WordPress site ensure it has been patched and is up to date with current file versions.",Backdoor,Compromised Content,Compromised Domain
TMT-20241223-KXF,1735793110096421334,37d39f4d69024162521ff6a9189161b4,TMT|banner$$20250102$$shareit_dsp$$fyberdisplay$$1:159639468$$_RTB,Tag,Resolved,2025-01-02 16:10 +0000,124758005941,https://www.themediatrust.com?scsh=124758005941,3ULP4Mv72h2u,Expired,02/01/2025,02/01/2025,f,3,fyberdisplay,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=cee22f461f278552bdbff096c7e3118a,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
